"","1-0","3-0","4-0","5-0","6-0","7-0","8-0","11-0","12-0","13-0","14-0","16-0","17-0","18-0","20-0","1082","1053","1308","1570","1021","2446","1016","1651","1630","2371","1508","2701","1363","2734","2438","2739","2744","2524","2595","2404","2614","2227","2548","2678","2299","3692","2340","2310","2444","2655","2276","2505","2225","2465","2724","2727","2720","2346","2054","2667"
"18-HETE",5.53593263,1.236634813,3.795348275,1.684148491,1.304443412,2.51458053,0.606144183,1.090215712,0.775089651,1.60076809,6.895822542,0.611348555,0.910556689,1.053588539,0.607314561,0.2662684,0.595563088,0.220333125,0.111532732,0.177408753,0.379578394,0.529973682,0.696060469,0.540940056,0.348892329,5.639952322,0.594566226,0.516308276,0.520877921,0.259640204,0.289533385,0.625268425,0.243767423,0.562346229,0.465797763,0.623732907,0.245364729,0.094978883,1.487312933,0.235373675,0.212514136,0.537657855,0.58962771,0.177409738,0.812189937,1.061266823,0.313860913,0.559052352,0.706272695,1.306377202,0.940165341,0.209386804,0.386998649,0.329790806,0.316024086
"9-HETE",42.247172,19.97189657,23.92124087,23.68944788,15.29303142,19.6658158,14.36321319,27.19146403,14.99143281,15.00124739,56.07548414,12.93341933,14.8620113,10.57863954,15.95777683,2.086553922,4.984168263,2.491611825,1.959188004,4.381915167,3.888062116,4.178746637,10.97023275,7.532843662,4.23377512,23.76503286,7.159950957,4.9346774,5.709190592,4.194084205,5.867113771,4.838895674,1.682760067,3.734451254,4.244055401,7.725035385,3.671179653,1.863243781,7.240177358,2.556878393,1.127814365,3.397140388,5.69068908,1.65531239,3.414588028,5.366748481,16.14019071,5.011248863,9.466408576,10.99053041,11.84707065,3.737284085,4.079060038,3.883248272,5.476145799
"8-HETE",58.00282494,26.52785395,33.73027106,38.71510578,24.55040733,27.9242118,12.46603111,41.83533924,21.27215157,27.30449198,79.44134015,17.44977781,26.76461242,11.05277166,18.37804111,4.098380248,7.421045929,3.507960349,3.059305484,7.597610584,4.669551022,4.707708486,16.71428489,11.76461661,4.644833694,39.11783627,11.33851207,5.8420997,8.968132505,4.3153673,9.40122858,8.803031857,2.581359107,5.338613594,4.386710158,10.96988828,4.722606738,1.880464691,11.69923276,3.0860196,2.225194237,4.973613442,8.908176504,2.042489513,5.244641207,6.741417146,31.23813769,9.516593968,12.61597948,21.61772471,19.14665645,4.92846741,5.223331857,5.209118939,7.208515628
"5-HETrE",22.56376566,20.28830324,26.97043267,22.43937305,10.65504708,14.33354833,11.65051738,11.32610593,5.540382383,6.989271095,55.01089403,6.836781819,4.210247524,6.839196591,13.94950774,0.713609993,3.792361683,0.496291039,0.92070034,1.102339869,1.314557318,1.058709954,3.353938066,2.29546332,3.688428148,19.90087618,2.339246117,1.547139698,1.80594892,1.906519321,0.98744155,1.757784627,0.497935756,0.928236869,2.218987999,2.301644001,1.027529047,0.851488412,2.788255104,1.038128226,0.27244474,1.500613397,2.596979339,0.691275345,1.15279227,2.460906636,2.900836206,1.585675677,3.408028745,6.928565435,9.360650308,1.47318892,1.42891886,1.388836145,3.034565298
"8-HETrE",55.62569625,15.76900789,28.12408554,19.67206918,16.38290989,16.33685147,5.835335802,11.69560064,10.54233686,16.98795927,41.98098829,10.53692964,9.530250957,6.620443837,5.425303217,2.801571203,2.835444294,1.975719864,2.291493163,3.524610662,2.74708343,2.124898567,6.459864235,4.535429827,2.142531916,27.78591411,5.375229492,4.482208699,4.854843539,1.833386197,4.793844046,5.423579109,1.529262998,3.870301055,3.567009602,4.269739937,2.108336508,0.778629355,7.482100896,2.20676982,1.085225388,2.696320757,5.122032163,1.462616106,3.571179582,5.687152555,10.41231957,4.094625203,4.598233789,9.859345347,10.10868068,2.316240956,3.210891596,3.283495121,3.538657557
"15-HETrE",67.24079138,80.62306128,53.86578336,53.13886352,57.51923725,54.3531503,47.535736,61.00429904,57.85603728,57.30446989,138.5128304,42.07860553,57.55127169,54.565502,46.84968036,30.78322,50.09460558,43.21922566,47.29085691,36.84421904,39.82724601,63.57790743,42.30295091,64.49497903,58.06766055,83.68710297,36.51836107,42.53960823,44.87883575,30.07468388,56.06152338,33.89048135,53.72675792,33.03614051,37.33920409,42.83872486,34.48380972,40.74541926,42.41502139,37.37218188,44.60013012,55.8256141,59.51732005,28.83498648,30.98922032,43.70864546,59.22707857,43.15185925,50.74220339,45.36333263,51.20572423,52.24790697,64.07382772,67.62717293,67.35778109
"2,3-dinor-11beta-PGF2a",0,0.006146245,0.035452427,0.043804875,0.068432826,0.010491238,0.028991435,0.002700728,0.031623141,0.025061849,0.048038721,0.020233696,0,0.059690106,0.035201609,0,0.015544817,0.033954853,0.016155405,0.028576593,0.010779206,0.00966631,0.009123507,0.018261136,0.010746203,0.018982104,0,0.011166029,0,0.019026674,0.013620707,0,0.020957948,0.01593882,0.018426176,0.026029607,0.003148768,0.00668302,0.009228708,0,0.000896685,0.012511054,0.023466112,0.014724518,0,0.052531982,0.017014384,0.002518768,0.020647993,0,0.011589555,0,0.009293507,0.024898825,0.004636002
"tetranor-PGFM",0,0,0,0.03608482,0.014255827,0.010508545,0.002869058,0.047079754,0.031157548,0.014434529,0.046341217,0,0.011826268,0.009287338,0.021395605,0,0,0.013645884,0,0.015873971,0,0.038964658,0,0.02395759,0.008674714,0.009897188,0,0.005845234,0.0049866,0.01902509,0,0,0.0192325,0.00443645,0,0.004040497,0.019508707,0,0.009803887,0.012022602,0,0.033375889,0.023461822,0.016547372,0.025705435,0.053350704,0.014785,0,0,0.010902242,0.011611597,0.028012916,0,0.005910481,0
"12-oxoLTB4",9.591836868,7.010790553,7.004631438,9.844093454,8.524733894,7.64371301,4.925710769,12.70689198,8.281134622,8.152124493,16.01200839,7.547542884,7.703385291,6.497336296,8.352879203,1.002982208,3.199753704,2.610117266,1.023135242,4.127353602,1.843123209,3.240304346,4.854246141,4.040993505,2.926334081,3.497244455,3.165194494,4.468999341,1.018570443,0.454480954,1.822179378,2.980505256,1.213565147,1.51496377,4.00927555,8.530890157,3.123529474,0.607773478,3.150860286,1.152802021,0.011833565,2.461119591,4.580006337,2.278023111,2.660051383,2.965762644,3.318821332,4.305876962,4.320307751,3.826639883,4.735612357,2.817900633,1.990092618,3.078788274,4.301246041
"PGA2/PGJ2",0.306131938,0.12699257,0.493262265,0.573943213,0.015502856,0.504423052,0.161923137,0.392526428,0.22329049,0.448137216,0.168891808,0.349113235,0.718797314,0.746074277,1.329593628,0.199555149,0.399444783,0.093958825,0.213846527,0.097345036,0.184985177,0.277493306,0.580836084,0.512418182,0.344471215,0.504153222,0.639544325,0.272166354,0.192130778,0.130113778,0.270252119,0.363134646,0.338243662,0.216316736,0.167383113,0.577137079,0.352779742,0.109429684,0.32211705,0.136023646,0.032787617,0.479819631,0.838438747,0.159135408,0.115117306,0.166720868,0.651244509,0.382969517,0.241230338,0.674774573,0.518222522,0.256053756,0.081162151,0.548344097,0.227234565
"PGB2",0.180199711,0.186125352,0.92128278,0.539463107,0.408735011,0.518945939,0.133049962,0.343122787,0.963845568,0.258488391,0.877655916,0.657641782,0.671438519,0.527492653,1.191268411,0.072813431,0.570310357,0.398213517,0.126733772,0.259928283,0.174442482,0.396552693,0.629131827,0.225577157,0.349521794,0.201505666,0.6378319,0.399541316,0.055181111,0.315294605,0.110301056,0.293132713,0.285425502,0.166124304,0.353385068,0.366312242,0.431792918,0.199270328,0.115046946,0.253985422,0.023290801,0.240822464,0.915720549,0.196601412,0.248537645,0.193101181,0.116453712,0.43764088,0.225714992,0.779928422,0.252090578,0.211436373,0.162455847,0.22290018,0.266211545
"15-deoxy-delta12,14-PGD2",0.054699755,0.013404851,0.039033145,0.021341196,0,0.013411756,0.025160043,0.029402778,0.065467465,0.024755696,0.062828112,0.029028647,0.069510587,0.033904592,0.007199706,0.018108697,0.032368372,0.026188609,0.026829509,0.076098116,0.049677147,0.047501585,0.021105007,0.017911433,0.022664948,0.025107943,0.027923494,0.083319059,0.017633459,0.033735653,0.037281241,0.019435774,0.013200737,0,0.022268341,0.050190438,0.03149305,0.00668302,0.010687511,0.018899791,0.022988058,0.015257912,0.007208051,0.041863357,0.015302664,0.031156009,0.024615191,0.020554479,0.017152464,0.042384551,0.044314529,0.043785861,0.012753634,0.086551918,0.037823597
"13,14-dihydro-15-keto PGA2",0.65509542,0.418010636,0.546725471,0.715461861,0.927563107,0.413546509,0.355134001,0.336214793,0.461944492,0.50892175,0.802800156,1.00529976,0.632516345,1.030118781,0.830867404,0.183449226,0.618217478,0.598841059,0.175148058,0.833871135,0.276113729,0.300974134,0.425308408,0.239047534,0.382095598,0.22139308,0.482915969,0.768516544,0.295923698,0.193370889,0.111802232,0.433143738,0.243268927,0.199698429,0.275478284,0.52562605,0.243203834,0.072489573,0.478806423,0.288300972,0.034907088,0.40872261,0.956499277,0.551060423,0.317419997,0.322989494,0.409646626,0.473899046,0.24729396,1.009895475,0.543826307,0.291556576,0.326670781,0.45622975,0.185023443
"Bicyclo PGE2",0.277863591,0.166216894,0.556526484,0.975236116,0.592659799,0.616031424,0.184094067,0.176784796,0.401288814,0.551221505,0.741328153,0.342606837,1.015415708,0.862178481,0.563196791,0.264085732,0.623013024,0.369355375,0.188013746,0.265396285,0.363551045,0.118442703,0.354932566,0.23581159,0.375321081,0.264869595,0.507372158,0.299584617,0.116726069,0.184274042,0.22244655,0.391776646,0.25055912,0.122255538,0.313988413,0.449274362,0.185108615,0.195525224,0.10535194,0.285918543,0.036897966,0.298470005,0.238635975,0.432292615,0.416444972,0.52818494,0.306002853,0.201742161,0.182611215,0.489176266,0.613055644,0.087989047,0.119806224,0.24051978,0.212994385
"delta12-PGJ2",0.177412195,0.215875398,0.65515619,0.669311487,0.800631085,0.481975586,0.180318117,0.411768401,0.169439536,0.491738638,0.118666539,0.564976778,0.715024642,0.896118626,1.08761538,0.212732197,0.628185596,0.090828843,0.293578901,0.198314482,0.202309228,0.314088596,0.694844121,0.573554151,0.308322709,0.362000871,0.624699652,0.279022022,0.211723623,0.14113462,0.234317519,0.250894372,0.350830255,0.301725582,0.154204693,0.611913328,0.392491401,0.107466317,0.351219965,0.153439678,0.042276769,0.475840296,0.906716354,0.143449421,0.494951007,0.411619698,0.703795318,0.475263006,0.257576369,0.527510275,0.547027355,0.244643421,0.087673492,0.548787494,0.180569795
"LTB4",385.5799035,298.7438277,463.697487,569.8952276,329.1070553,415.3731986,409.1120237,528.2827785,225.5794396,327.1864548,920.6792199,292.0361259,249.6117403,402.3884107,437.473855,54.17155616,180.8178126,93.43865086,35.077282,103.304291,81.72788335,195.0145361,206.4138298,197.1230362,197.4798344,449.9566952,147.4448033,167.6247934,128.8561033,143.6960745,118.5657645,148.5074805,72.76807904,85.96615199,214.4791726,323.6537617,153.7388952,52.09693985,107.7170596,105.9330043,5.060110763,149.2787355,217.760433,82.27971807,116.478141,175.6984353,146.7255286,176.9682108,190.0420299,135.115268,228.0105214,111.0995795,140.4495227,145.0069236,286.2481424
"5,6-diHETE",34.62547248,13.96596682,28.52825354,59.3680869,15.15250295,37.43091489,25.953758,31.56582365,11.14601204,28.63428604,85.85215175,20.54795062,11.13566197,17.02099993,43.29690162,2.802313932,8.323171626,2.870615507,1.044152883,5.987609208,4.485911276,9.856734751,14.07749908,6.385625926,6.204317332,34.01130883,12.44674493,9.485115445,5.39572287,7.133557236,10.42435649,9.95638139,2.723095915,6.062771188,11.3403244,16.06224263,6.873562164,3.280163844,9.254005437,4.871005865,0.227559381,7.825209181,8.401102949,4.035376859,7.129100676,12.09406674,7.934016478,5.253888845,6.934907655,8.829255225,14.1708081,5.093879136,5.16603578,5.978981024,12.72862004
"5,15-diHETE",0.904472885,1.17971227,0.47828978,1.144790871,0.967717051,0.973410685,0.763463117,1.479437121,1.112473664,1.140053372,3.473189217,0.681786898,0.91621925,1.046015599,0.647244237,0.274199645,0.418490352,0.280053753,0.04697241,0.435971606,0.213640757,0.182669407,1.27724753,0.889576918,0.382276258,0.524889923,0.534964665,0.617297185,0.553200643,0.177564304,0.286668031,0.343178001,0.143499476,0.363617518,0.329977564,1.184572606,0.314844149,0.033373184,0.220381029,0.341324412,0.014973852,0.282684812,0.661139567,0.195654692,0.596042428,0.34737941,0.414465533,0.484890289,0.455516063,0.37099055,0.55803844,0.194577597,0.375080881,0.245225946,0.371492665
"Hepoxilin A3",4.572672818,2.259473543,1.719550859,2.179404564,2.234642291,2.57572853,0.804444699,3.230582133,1.088671874,0.778921618,6.866069383,0.86223485,2.5465418,0.421395063,0.924537674,0.156749151,1.78998955,0.838693529,0.197288411,1.632708286,0.268704903,0.412258552,3.661197901,1.576959532,0.562713636,1.864045028,1.856769204,0.685098712,0.372316872,0.512290663,0.550791401,2.011355788,0.240544397,0.752909517,0,1.963418511,0.614133698,0.153049293,0.528845763,0.065750409,0.029946687,0.552612111,1.616834728,0.146233371,0.336089238,0.521223346,2.85523369,1.661228286,1.161377606,1.229375053,1.206958772,0.362924678,0.510531193,1.314832934,0.654510741
"14,15-diHETE",9.247176271,3.032835237,6.765209422,3.063359288,3.846352079,5.503333784,1.402779073,3.332331163,2.537443035,5.086018231,10.20335776,3.425870401,1.902347835,5.209014689,1.355817452,0.642238419,1.515386784,0.276459185,0.224685106,0.457758133,0.870352493,2.439786308,0.827525928,1.38885324,1.265795745,5.132227807,1.148625459,1.845336114,1.098615325,0.393645404,0.578311811,1.84323274,1.050379662,1.360103661,1.851516717,2.030715037,1.414778466,0.08790429,2.708718242,0.595420825,0.100088035,1.627029861,1.142834724,0.903380014,2.711609852,5.677084795,0.265355617,1.842828818,1.105204262,1.65113909,2.195481965,0.75265191,1.121529277,2.63398656,2.014078323
"17,18-diHETE",0.939250957,0.645444755,0.496462527,0.815555014,0.718051866,0.778922449,0.618728504,1.778256986,0.370192118,0.631796609,1.140079728,0.542265095,0.442653032,0.820152634,0.312302847,0.36184723,0.361608179,0.319581738,0.131670568,0.328797002,0.256536728,0.739383405,0.395897278,0.273469484,0.432365471,0.583457128,0.324192701,0.458644,0.144608787,0.262195242,0.311445901,0.1932188,0.221633991,0.205575746,0.338898448,0.409545215,0.326717209,0.228310175,0.407413729,0.238298892,0.141178714,0.330834263,0.37127115,0.27038853,0.355021381,0.605019348,0.122694894,0.415951478,0.328972425,0.324753362,0.266692036,0.315566839,0.299767172,0.485124682,0.386364524
"PGA1",6.011319962,0,5.381516439,3.29389855,4.631371873,1.724827639,1.167290378,0,2.342046681,0.956129667,0,3.271237627,0,3.332162447,2.604835277,0.110177285,0.611941227,0.173871606,0,0.172271766,1.015531261,0,0,1.227412822,0,2.334097376,1.684544814,0.55009206,0.371873663,0.230393504,0.486847606,0,0.106042357,0.881908859,0,0.466670315,0,0.1579013,0,0.858553138,0.02672705,0,0,0.183007684,0.405562226,0,0,1.084786529,0,2.104137892,1.198892755,0,0.497209416,0.994653475,0.446325887
"5,6-diHETrE",1.920949599,1.931407476,2.51369324,5.712570551,1.461190791,2.589129102,1.802121397,3.438560246,0.884055718,1.891574463,7.440330297,0.860425849,1.063331653,1.76447035,3.021690119,0.236039549,1.175507499,0.642635406,0.072299415,0.685108922,0.252744444,1.069018877,0.638707,0.54376157,0.578693761,2.005397535,0.961561929,1.145523879,0.262823101,0.936061882,0.211158505,0.399132037,0.290018089,0.339654584,0.808326144,1.095501623,0.733282566,0.235473523,0.656953723,0.215361826,0.173733514,0.704836691,0.721720467,0.46693105,0.290477273,0.833901729,0.484806178,0.854948217,0.719009383,0.972922776,0.657319211,0.527746018,0.35890778,0.477529622,0.855047938
"8,9-diHETrE",1.484122223,0.41960243,0.604420735,0.86985421,0.297617929,0.606655273,0.409220856,1.274502905,0.269779441,0.697652007,1.18021938,0.326452582,0.274924524,0.207479099,0.345881464,0.088595304,0.30565138,0.148987767,0.003098859,0.108205533,0.06686983,0.148825584,0.530340789,0.168703029,0.063435998,0.530423356,0.145573906,0.208909929,0.191061834,0.275103073,0.068951263,0.214460529,0.057337898,0.09147697,0.104601402,0.349689106,0.254652077,0.089815799,0.227331124,0.190673218,0.059891395,0.146979623,0.253552239,0.111531985,0.154345844,0.28384235,0.217853683,0.189383442,0.086131714,0.486974337,0.296643486,0.124206348,0.126374619,0.161772511,0.2285659
"11,12-diHETrE",3.496379127,1.577444182,1.906933753,4.379675036,2.535090266,1.489083427,1.174873147,2.369632529,1.128912427,1.751212359,4.728454475,1.350130903,0.46769891,2.113168111,0.940530496,0.30553229,1.324648563,0.779120455,0.313040973,1.007976879,0.443228785,0.895242018,2.165246956,0.559413449,0.646567666,0.81619236,1.201523254,1.335485476,0.519847495,0.548420399,0.464317548,0.570524986,0.25721761,0.400233991,0.505856472,1.1756724,0.478638508,0.332419631,0.348090722,0.428223205,0.186561182,0.65553231,1.227118605,0.765329696,0.713140426,1.042962034,0.844358965,1.508864688,0.516586994,1.118712404,1.169115872,0.62627911,0.659020102,0.577622907,0.900720283
"14,15-diHETrE",6.453356175,3.089174465,3.910931926,3.580340833,3.317934165,3.395673676,1.544024743,2.811209971,1.497553201,2.852334901,6.239824085,1.983644608,1.84310252,2.233110115,1.828408283,0.500101618,1.418945431,0.993967735,0.263638249,1.460973658,0.422337922,1.275444682,2.199538342,1.030402737,0.717408145,2.757561406,1.790644734,1.79303064,0.869581779,0.552193582,0.752260451,1.713399348,0.210546647,0.566526398,1.300592511,1.750559117,1.026286427,0.370461023,0.923962902,1.058096284,0.191595374,0.563452016,1.586371611,0.782772865,1.193531394,1.269459366,0.945634716,1.886842366,1.356287,1.740014097,2.030894685,0.579683243,0.538437875,1.137808781,1.521636165
"2,3-dinor TxB2",0.067400746,0.061801778,0.038522102,0.058996063,0.088152892,0.067534434,0.07641917,0.029552894,0.086192712,0.072498061,0.04646254,0.130854013,0.04542996,0.025451092,0.048834054,0.012142038,0.048871724,0,0.010711031,0.015870002,0.043938406,0.009666056,0.01530562,0.055296433,0.04774827,0.030673224,0.038665994,0.032461105,0.019232723,0.01902509,0,0.055584588,0.019169927,0,0,0.036329999,0.03660548,0.013044961,0.027522078,0.018831981,0,0.012132635,0.128011948,0.030654045,0,0.065462385,0.010168099,0.02316991,0.019195755,0.028160954,0.038902166,0,0.040158536,0.040227213,0.016397583
"17-HDHA",4.044989085,1.131231305,1.107538223,0.634508481,0.905294688,1.764439319,0.945377195,2.608575347,0.901276847,1.152284045,3.417313948,0.79309311,0.348350898,0.694102463,0.997990127,0.193692756,0.342575945,0.1476863,0.044441709,0.422612231,0.230033168,0.246099167,0.735088546,0.632084065,0.061237621,2.910798384,0.204885663,0.346067883,0.206361804,0.125736852,0.323256654,0.345606847,0.107859683,0.359532437,0.214888894,0.381163252,0.119630936,0.121538067,0.62952406,0.120085044,0.09126861,0.241279953,0.288689867,0.080456764,0.291092848,0.53823786,1.291338173,0.198751131,0.436254937,0.787720491,0.711864198,0.135186037,0.293397039,0.147028175,0.220510773
"14-HDHA",5.16709411,1.756308249,2.162880567,1.768796807,1.507979718,2.019718817,1.126072145,4.209543619,1.618322106,1.810970761,7.88744088,1.186155227,0.720968773,0.906066748,1.257768101,0.314611414,0.529512802,0.213770109,0.08802302,0.600258717,0.374721182,0.673706857,0.823475766,0.849370894,0.215292931,3.9425675,0.604049328,0.427083655,0.382006269,0.140232854,0.546370085,0.608217521,0.141788393,0.56699874,0.290625825,0.285299923,0.398285431,0.147178422,0.631876034,0.177273924,0.213053067,0.291843172,0.522327342,0.090516622,0.468014513,0.878002145,1.685389741,0.213746007,0.54642631,1.063528072,1.175064273,0.213167219,0.425804532,0.319698637,0.244081112
"7-HDHA",4.516988527,1.553502969,1.71603342,1.45605092,1.418530408,1.320835616,0.980726641,3.32943748,1.424731194,1.475204609,5.894308477,0.830468368,0.766159373,0.914718242,1.050288717,0.133793283,0.433300209,0.220967508,0.116454657,0.395709739,0.256069665,0.625257275,0.703974928,0.533278425,0.206564275,2.952749421,0.684853373,0.37646412,0.20562983,0.181539113,0.397354778,0.425875575,0.168986384,0.51057633,0.14353677,0.200861321,0.320418325,0.09986141,0.561835802,0.15022246,0.136141713,0.251357794,0.255807785,0.120040315,0.484126097,0.646679435,1.255685367,0.222944001,0.47163494,0.722491535,1.162648872,0.140935748,0.345615573,0.353845618,0.365217916
"4-HDHA",45.92667588,8.722280385,21.61731351,13.55553496,10.90021233,14.35777515,16.5368001,33.46749256,8.507257338,7.691437006,103.7711552,8.089031156,3.53717087,9.338976309,16.70874581,0.6362717,1.439148081,0.674493325,0.297238197,0.984250486,1.119080772,3.971259118,2.135840441,2.406929521,1.227601513,21.10156881,2.377068635,1.74605858,1.10260848,1.139097538,1.327677431,1.257187911,0.9698403,1.783975988,2.344968601,1.421767392,1.433083497,0.796109195,1.980281271,0.678363712,0.274022003,1.046662214,1.259878386,0.684823279,1.440322829,4.090052271,2.808066369,0.649543019,2.143312345,1.303237519,3.675368384,0.995997231,2.602678272,1.838274091,1.915237784
"8-HDHA",6.754242965,2.912498739,2.55489403,1.648668513,2.397635611,2.083247652,1.816942658,6.353754771,2.551509725,1.857390855,8.426570289,1.175708095,1.150431697,1.240571669,1.579412163,0.531236987,0.825092811,0.322761902,0.229788241,0.612884374,0.661460555,0.904603858,1.099048307,1.065434185,0.439281112,5.329772125,0.989282418,0.68313191,0.528737859,0.287830868,0.756443347,0.573425526,0.113574711,0.61830369,0.27332272,0.44030828,0.406391769,0.151647924,1.016905031,0.284840721,0.255392177,0.373399948,0.586240528,0.179980987,0.610883548,1.043936509,1.64829175,0.37151206,0.662967134,0.99711036,1.653451544,0.289873713,0.524861403,0.739734373,0.442748473
"10-HDHA",27.62475048,8.032312499,11.36455303,7.732952857,7.965368904,9.690804634,5.355830917,21.24572042,6.733878192,8.276865872,37.2807232,4.690591038,4.342999789,4.778682987,6.336240459,1.441883845,2.250328762,0.876799136,0.391702148,2.371596749,1.59580449,2.496157219,3.623206593,3.533195931,0.809874366,22.32538032,2.996628733,1.932278309,1.952122519,0.81422759,2.469366945,2.458285481,0.854967357,2.330015905,1.254835335,1.617672735,1.723939371,0.588120731,3.030238253,0.82294865,0.962548909,1.352806035,2.001819294,0.596171104,1.953086347,3.802519673,6.74176993,1.298031577,2.479804206,4.482157308,5.816240217,0.981058515,2.058046717,1.874261484,1.405715745
"11-HDHA",12.55304485,4.184808652,5.471255669,3.958293525,3.352212913,4.205892018,2.799188769,8.806059657,3.638971959,3.92732206,16.77355948,2.269868576,1.509378149,2.350760107,2.07134581,0.631050256,1.204074268,0.492443505,0.148544944,1.006148739,0.940640428,1.46419759,2.229005176,1.985937479,0.376727461,8.70622769,1.631817737,0.871211493,0.758187489,0.211368143,0.557088518,1.235741449,0.460874524,1.265929169,0.502041466,0.654911744,0.794355656,0.354324251,1.609199495,0.433020708,0.467095143,0.762054002,1.1546726,0.264863466,0.856020526,1.773457002,3.346118488,0.656183239,1.371467927,2.286324878,2.032159211,0.391722207,1.184921751,0.811603558,0.672980051
"13-HDHA",16.75912472,4.814448157,7.754149481,2.389120903,5.052754586,7.068024137,3.70738688,13.34105682,4.534876134,5.841893831,26.56734043,2.705921833,3.128540535,3.522796728,5.150419858,0.943458967,1.683890466,0.791450833,0.318468551,1.712192322,1.223653542,0.825868711,3.02777742,2.876010688,0.439201731,12.58226904,2.296394206,1.142180195,1.325456545,0.618570432,1.269987304,1.894768501,0.402986411,1.798815041,1.015825986,1.44915127,1.283252819,0.414753378,2.622347315,0.545875953,0.510819865,0.974094063,1.485660774,0.378187115,0.716657433,2.721342801,6.257636774,0.961495998,2.050538412,3.366880576,1.741346795,0.759996606,1.839959736,1.128860422,0.884448316
