"","1-0","3-0","4-0","5-0","6-0","7-0","8-0","11-0","12-0","13-0","14-0","16-0","17-0","18-0","20-0","1082","1053","1308","1570","1021","2446","1016","1651","1630","2371","1508","2701","1363","2734","2438","2739","2744","2524","2595","2404","2614","2227","2548","2678","2299","3692","2340","2310","2444","2655","2276","2505","2225","2465","2724","2727","2720","2346","2054","2667"
"16-HDHA",30.93426914,5.666338033,12.61303365,8.154657391,6.061747004,10.4185949,6.213376717,19.67353456,5.578853603,7.564509257,44.45835555,4.043670274,3.553332358,4.635958554,7.663261639,1.137556524,1.873818357,0.844839072,0.435805964,2.181963542,1.305172818,2.506162909,4.414036809,3.400554339,1.177942868,20.46126164,2.852625059,1.539616327,1.740166611,0.756202221,2.030987957,2.355619947,0.778589235,2.224434757,1.314393034,1.808675205,1.557100073,0.638294919,3.392201708,0.626429789,0.562002383,1.320923803,1.910243056,0.531388633,2.215072646,3.691448392,8.151861573,1.24600202,2.714263698,4.156022159,5.118564791,0.883162387,2.696940665,1.375224272,1.488549683
"20-HDHA",9.409255027,1.97405346,4.77421131,3.262545755,2.188249194,3.876600017,2.683307182,6.456496019,2.039031068,2.825389943,16.75241282,1.822065039,1.710347966,1.938453095,2.913643018,0.637250411,0.835044537,0.355405534,0.165941631,0.901424075,0.64310922,1.149663855,1.758349014,1.378617788,0.385763122,8.415889078,1.109972548,0.82013873,0.596312386,0.316161913,0.869057382,1.009249253,0.323282237,0.937402355,0.505211976,0.945292177,0.750255407,0.213939838,1.225479684,0.321221981,0.214727262,0.481163263,0.859480106,0.259242072,0.898082225,1.448942811,3.068394254,0.358898922,1.124957369,1.168092666,2.24785696,0.427287159,1.035674972,0.618514269,0.566775307
"19(20)-EpDPE",2.232942043,0.430688399,1.157111073,0.638768463,0.331596854,0.706069054,0.878860736,1.309854826,0.304532404,0.478217812,4.432530858,0.433532994,0.154943235,0.39283365,0.755062119,0.044286246,0.081170694,0.019818948,0.009619559,0.053595616,0.083259953,0.294277911,0.13435165,0.18744952,0.113103199,1.019416567,0.110437097,0.189363142,0.04935654,0.073310315,0.024301419,0.068106821,0.068243782,0.067957093,0.052081895,0.084255142,0.075650312,0.049225001,0.081676248,0.023164975,0.013324764,0.057976021,0.076399681,0.048132731,0.0916642,0.175165975,0.196716623,0.008091624,0.113121036,0.107812196,0.311746463,0.073354974,0.219219887,0.152097104,0.108088712
"16(17)-EpDPE",0.511212181,0.094850825,0.023268207,0.112596754,0.078501318,0.193183029,0.011686475,0.190577849,0.002231301,0.034427767,0.670629727,0.156173822,0,0.117449839,0.129504155,0.021252919,0.030558594,0.015732986,0.01770119,0.005751662,0.033284336,0.112438767,0.069608788,0.071204198,0.069010934,0.27589652,0.038173447,0.0627762,0.053532871,0.020494602,0.003442119,0.044000423,0,0.050788006,0.020987769,0.008955834,0.054920137,0.017384913,0.0322931,0.011836356,0.014806856,0.011607612,0.037579635,0.032002251,0.036746161,0.037713653,0.100479579,0.075747791,0.020855953,0.054273317,0.059030383,0.089533334,0.086504311,0.042340295,0.076265619
"PGD3/PGE3",0.706622711,0.576403789,0.340612401,0.402587757,1.284255486,0.578902709,0.151994531,0.632436382,0.400727798,0.720414478,1.44569291,0.737459817,1.164347887,1.033114549,1.584561909,0.311044189,1.735443299,1.581267916,0.847040691,0.380946652,0.802456532,0.701049736,0,0.326308091,1.23823764,0.797864587,0.942229846,1.864495194,0.246863536,1.170983075,0.418620595,0.707053952,0.428248979,0.311576101,0.479488794,1.049848998,0.63390729,0.160742999,0.397054695,1.286926079,0.120834457,0.484059051,3.780585876,0.983968063,0,1.57439931,0.061806722,0.910594051,0.617751198,1.427055292,0.351784699,0.224933113,0.400514286,1.192367998,0.316620291
"15-keto-PGE2",0.015983622,0,0,0,0.016864761,0,0,0.017728151,0.011382212,0,0,0,0,0,0,0,0,0.049408121,0,0,0,0,0.022728494,0,0,0,0,0.011166043,0,0.010451893,0,0,0,0,0.009214321,0.014906231,0,0,0,0.012022602,0,0,0.023462206,0.005221018,0,0,0,0.012850691,0.00322718,0,0,0,0,0,0
"PGK2",0.045713801,0.15885428,0.096553594,0.139799405,0.082181722,0.065634781,0.022367524,0.058792849,0.065343654,0.083102289,0.172566804,0.174239707,0.055149919,0.222238842,0.114795483,0.014695267,0.027819548,0.083424189,0.019807496,0.064043807,0.055057704,0.030480894,0.041746915,0.039622712,0.043346111,0.02173684,0.078628409,0.040461131,0.053603817,0.033443039,0.014688348,0.02333816,0.06048268,0.012404027,0.043593262,0.097403809,0.060344584,0.013030496,0.035924995,0.005812505,0.004402617,0.04580637,0.088573631,0.031190316,0.044717527,0.049700619,0.070782214,0.176357317,0.018189637,0.094112005,0.046270552,0.094088807,0.024053796,0.100907113,0.029272136
"13,14-dihydro-15-keto PGE2",5.754300038,3.628721987,8.98647215,4.781794689,7.952681122,5.771791506,1.920285727,3.153122815,5.71282388,3.085899015,4.083960267,8.332649804,5.146899203,7.340133337,8.2318621,1.375533956,3.592802549,2.811072496,1.435724817,3.576375041,1.506555522,2.805036404,4.687914035,3.272327069,2.311827361,1.949516624,4.617106982,3.903906859,1.725198594,2.360143561,1.536917775,3.113753944,1.823420287,1.107079059,1.444443272,3.136674158,1.654982087,1.213141774,2.084732136,1.772126383,0.182540216,3.026735776,6.131246836,2.252344436,3.190598399,4.007735649,2.689149312,2.864602744,2.449804462,6.04633895,2.959794029,2.288501164,1.600950903,2.920066436,0.929060474
"13,14-dihydro-15-keto PGD2",4.154396761,5.637166416,8.464456574,9.114755117,6.16934564,1.608773993,1.39419464,0.988919353,3.245179272,2.440424029,5.861448049,0,9.619072658,6.632104681,1.392012862,0,5.743812345,4.025058,1.745491263,3.635124836,2.50844806,2.522841406,1.827041689,8.392691511,0.289444739,1.679184699,4.821844781,3.940218501,2.780773334,0.634581351,4.451534946,2.401880432,1.304188061,2.958337455,1.56490743,8.379424211,1.102000607,1.965865813,2.256863377,1.968197269,0.521976455,3.640583492,18.83832713,2.135886202,0.722412879,3.555817996,4.497781261,4.359020063,2.376718418,3.44138779,3.967469661,1.898949283,0.745062639,0.486850357,0.392914508
"15-keto-PGF2a",1.183157217,0.726315152,2.351262393,1.736079438,1.396155902,1.219700773,0.465200471,1.870887964,0.892547998,0.907944568,1.329171642,0.794000667,1.220790304,1.417730866,1.969594703,0.027640588,1.712487335,0.492313607,0.372349769,0.608693036,0.404246157,0.736627838,1.82184842,1.143171912,1.271527039,0.579280432,1.34030225,0.702553422,0.259421968,0.5366082,0.286194133,0.695291796,0.312090736,0.341350907,0.327108234,0.841752826,0,0.315437574,0.367673597,0.659002946,0.011773592,0.767370488,2.041320196,0.531113539,1.053890491,0.8772018,0.946403903,0.899092341,0.221055184,1.539633675,0.66194522,0.481395495,0.597153896,1.053103936,0.421097497
"PGE2/PGD2",0,12.36941092,13.26400609,14.21887274,25.31399336,12.66375197,3.831852836,7.829619818,10.69973287,8.382526013,15.27686813,25.0613996,23.41998238,18.05297552,18.68888407,4.255953274,10.57731824,7.542915494,6.381396373,7.828453302,5.013350083,6.068307132,13.57167951,7.931552998,7.481545347,3.979325188,7.879750568,9.510492012,5.364483615,5.41106611,7.115132707,7.998300324,5.523554195,3.877152471,4.064860762,15.32383788,3.896815621,3.857867085,4.558422869,6.864449343,1.256024184,9.379980557,13.42285558,9.236129241,6.772355405,8.073716164,5.585164369,8.163415465,6.214189912,13.20991296,7.771952439,8.885949697,3.465897543,7.034249735,5.811406309
"PGD2",1.523452246,1.746833524,2.996334607,3.255000285,2.245079547,4.253622165,1.326603053,2.083659415,2.405890011,1.370362682,4.898860533,2.794248618,7.135062127,3.750121388,2.596403152,0.528142725,2.051047088,1.191535296,0.61496198,1.063253842,1.16099929,0.846481588,1.967080547,1.785808465,1.706737085,3.310244733,4.005134598,1.633209729,1.052252301,1.396095732,0.29867191,0.868538208,0.58992026,0.981481931,1.323470324,2.332244901,1.093240607,0.682282728,0.282764872,1.366841246,0.145757017,1.578332965,2.494343038,1.285361641,0.475574905,1.191857212,0.39622626,1.389474583,1.375821041,1.349069496,1.695676827,1.604046947,1.335229504,1.252525766,1.268345369
"LXA4",0.859835757,0,0.498276746,1.396104941,0,3.160472063,1.643019812,0.514265369,0.960962917,0.748130896,1.606151567,0,1.462376083,1.810640275,3.268637185,1.270756254,0.937011465,0.6348429,0.419854284,1.003192689,1.153054048,0,2.81794589,0.771466787,1.127828289,0.868520378,2.899762575,0.568511377,0.947701718,0.818200852,0.183336383,0.918051225,0.789290462,0,0.550005771,1.326349455,0.538373934,0.327490266,0.574151441,0.326182587,0.092483248,2.209729163,5.077810784,1.071636918,4.371103993,1.262435684,1.010362253,1.656306029,0.768875051,3.904246047,0.749901129,0.698464758,0.499315564,2.003700012,0.872893205
"LXB4",0.047639467,0.038031441,0.050224758,0.064510866,0.017593198,0.018208845,0.029937151,0.014770774,0.093367627,0.027031515,0.09992164,0.044835781,0.129427569,0.036780581,0.074507091,0,0.044518906,0.043289718,0.013915973,0.033084743,0.023965643,0.037631556,0.018965269,0.04095352,0.023773031,0.034210081,0.029044252,0.03846227,0,0.025921873,0,0.022951154,0,0.015351394,0,0.025048608,0.031260948,0.008793064,0.007177214,0.01201816,0.005440122,0.030623563,0,0.023466797,0.035893552,0.005441339,0.037564297,0.036753965,0.019532478,0,0.016535587,0.021045671,0.008998529,0.02774898,0.004369241
"PGF2a",1.91385877,0.923116342,1.416175114,2.370766643,1.883308796,0.156958387,0.823749148,1.037811058,0.83930957,0.962136753,4.441337932,0.950202718,1.123064889,1.986110019,3.90485764,0.12541,0.593922608,0.369340697,0.387103417,0.965560954,1.020789148,0.489903541,1.035791947,0.619969043,0.574003363,1.550677336,0.458276638,0.630229479,0.207071236,0.185873188,0.565867494,0.269588079,0.694413421,0.453527533,0.269488236,1.302117372,0.163506425,0.28858569,0.237338803,0.276329758,0.092559102,0.471088508,1.391298555,0.406409305,0.770061225,0.873979071,0.839728141,0.679753917,0.642478996,1.003720223,0.881102086,0.929215718,0.746905061,0.641253304,0.48688378
"8-iso PGF2a",1.910891035,1.097674346,2.534396815,3.463883224,2.957619606,1.644245275,0.811544983,2.529838553,1.452726184,1.183449743,4.485439904,2.117418401,2.422758092,2.072885435,4.325163398,0.370020163,1.306319469,0.367660538,0.289372761,0.755263288,0.724755219,0.57815975,1.187620642,0.638248003,0.525141309,1.556090723,0.959694654,0.608794072,0.565573754,0.328604371,0.526581008,0.466012306,0.203952967,0.443707805,0.626725789,1.109160684,0.909761633,0.31063812,0.501401362,0.780520864,0.108581824,0.91940316,0.801732057,1.289740955,0.539841897,0.748442953,0.854427756,1.267065426,0.601972565,0.999195676,0.482041562,0.890674045,0.76294334,0.65768743,0.57137593
"5-iPF2a-VI",3.059330819,1.940136045,5.198964478,3.820282726,4.503823461,2.435965472,2.671350508,2.475682977,1.812225273,1.539061189,4.300679265,3.683934827,4.176556962,5.632298925,9.829041556,0.459663521,1.786532851,0.718581978,0.447826838,0.670441912,0.587087453,1.296757206,1.656749171,1.232027796,1.75855928,1.827025216,1.807469873,0.461124693,0.522459524,1.322794962,1.049840999,1.201541498,0.795159363,0.476063345,1.494016144,1.850672334,1.126873309,0,0.822097366,0.988244496,0.230750065,1.07032845,2.40602081,0.995912505,0.815314366,2.002884002,1.596111138,0.567421116,1.59065722,2.432512901,2.200174555,1.179904406,0.725649912,1.126132597,1.11037283
"PGE1/PGD1",2.576978283,2.021442567,4.834061469,12.54136708,1.72210008,2.446913642,1.451760162,1.096384978,2.201017058,5.900566135,4.332901091,3.058945693,6.207066312,4.757366497,3.306092192,0.294995876,0.928812824,1.073080744,1.00643844,1.428465777,3.23918661,0.463503221,5.719036856,0.360924729,0.375497507,2.053601132,0.961373169,1.72816295,2.18375175,1.852306751,1.006250233,0.702899198,1.155025787,0.852156764,0.624365341,0.628499897,1.173877597,0.649886486,3.85114829,0.987464971,0.239043578,1.5460078,1.537961189,6.570253065,1.737871189,2.355573354,0,0.315725473,0.434448124,1.88320815,1.237060508,1.366027252,1.17410726,1.743477328,0.921918982
"11-beta-PGF2a/PGF2b",1.857824192,1.084870075,2.484411832,3.1816516,2.880371617,1.579987109,0.807899027,2.475056345,0.988735143,1.191686888,4.531820015,2.074214225,2.494520677,2.147476707,4.316200806,0.281885055,1.2261085,0.566105688,0.278922488,0.925115304,0.736611368,0.555953606,1.193377068,0.656359826,0.494955791,1.178992374,1.171747348,0.62026025,0.538886508,0.351370866,0.488535161,0.689041248,0.601137596,0.326199141,0.575935092,1.004692368,0.861991235,0.305953923,0.506309527,0.724236153,0.111367686,1.140877433,1.33494992,1.246562534,0.528094368,0.69273079,0.855598451,0.797142008,0.606100462,1.094124073,0.490117863,0.663080309,0.71612503,0.888502961,0.626214487
"13,14-dihydro-15-keto PGF2a",47.14186423,15.89713571,49.38198536,27.69584843,19.20568419,18.63310804,8.869809318,15.17889723,28.96960011,30.60412296,43.37608129,32.92579502,27.57301448,29.89696249,15.8596585,0.37752159,8.571519696,6.785457253,2.540394533,9.557704433,4.755643648,7.37461641,6.889502719,7.956659283,3.187620194,3.257076009,9.205200084,9.188099632,5.188781179,0.708038765,2.844531021,6.021985607,5.961135164,5.308711244,7.642290242,14.06132865,6.888709576,1.627571258,7.004111452,2.075893088,0.063970204,8.982412328,21.0841889,9.215754322,9.124605952,21.54518782,4.969489792,9.037635949,4.383540502,8.487001714,19.65945751,2.154464777,8.002503669,9.358932071,4.668746561
"Maresin1",0.133780407,0.076592945,0.072468174,0.044285505,0.090749493,0.179429129,0.095146703,0.01791291,0.112894875,0.030488626,0.232308462,0.072918275,0.048457908,0.178138555,0.274630688,0.023068555,0.011746561,0.067948936,0.020665425,0.031718565,0,0.035696898,0.118802498,0.008137392,0,0.112756816,0.018602896,0.010838708,0.008004539,0.024557114,0.009789957,0.052341124,0.002175153,0.026404768,0.01345437,0.072978332,0.019202177,0.013044961,0.018600628,0.023183276,0.020559538,0.04934052,0.075076115,0.04439808,0.02356983,0.025068851,0.037745632,0.027711897,0.002301804,0.153348847,0.084404846,0.009095586,0.004835568,0.061059867,0.026543173
"PD1",20.42661305,17.68576109,21.13724056,8.584039868,20.25479416,18.08680518,9.393245171,29.12206869,20.49641712,22.96476651,85.12605778,15.25811415,16.82117723,16.78544991,14.32166442,5.278870241,9.044819916,4.560212456,3.047347944,9.533291376,8.580183946,8.219569214,13.725866,14.62270211,2.49342858,21.98314666,15.3481714,8.596776309,6.266356326,4.014309754,7.376375778,14.32650475,6.988512096,12.19483087,4.659829666,7.455073447,6.31306623,0.710071926,10.43876593,3.792493447,1.490240886,6.986609158,20.36298896,4.025315952,16.20327147,16.53967931,15.51078314,5.364987431,6.987741541,17.71803324,11.08949897,4.723479329,7.729393812,15.72234884,5.39672191
"19,20-diHDPA",0.36939061,0.370437786,0.112738078,0.443507034,0.549404633,0.337713195,0.614116629,0.807825017,0.4190436,0.198099755,1.360865221,0.12957725,0.141702045,0.399339217,0.443191385,0.081795787,0.192048884,0.074628049,0.045477278,0.161714801,0.111988203,0.377444419,0.527111418,0.133917856,0.112125466,0.312662652,0.277097542,0.208533088,0.044626709,0.170112721,0.17974616,0.100455638,0.140644029,0.095423143,0.166803218,0.05907876,0.170645806,0.183728798,0.190762372,0.154908144,0.077697246,0.115230996,0.205248809,0.130083855,0.1899478,0.100758935,0.089243984,0.130199849,0.179266255,0.173556112,0.03042806,0.166209658,0.119200955,0.201090299,0.152927726
"20-carboxy LTB4",0.587947419,0.178578068,0.22178789,0.471989521,0.284976023,0.30085012,0.341395519,0.098841596,0.175213764,0.19020826,0.702596691,0.30948526,0.084031098,0.616790572,0.104119709,0.105439909,0.307806691,0.088561111,0.030929168,0.081394194,0.204220318,0.329340896,0.398488043,0.101671357,0.256115534,0.403244205,0.046033825,0.020456363,0.045433533,0.121002967,0.024713478,0.099462189,0.025695546,0.098418837,0.320288407,0.356950845,0.175759746,0.078117178,0.075747427,0.219232515,0.017355214,0.153422728,0.177593659,0.141084091,0.131359469,0.098765859,0.057222132,0.129518995,0.059631987,0.225855866,0.174271249,0.191044337,0.082056515,0.313266169,0.170972746
"TxB3",0.790612005,0.484045583,0.87672711,0.809890547,0.583074031,0.050829774,0.435516317,0.203207294,0.39471793,0.269655992,0.834533057,0.957427346,1.67149299,1.205275885,1.353978083,0.079511369,0.377258218,0.614638107,0.166985886,0.263067355,0.155515287,0.097195646,0.174704715,0.40153213,0.262490804,0.039162162,0.673209275,0.10159357,0.088363754,1.421833202,0.094740551,0.131248389,0.254117969,0.131095728,0.306185999,0.055389503,0.091113556,0.081589006,0.141112179,0.256904034,0.020572438,0.431441549,1.423300494,0.320961024,0.170459429,0.323539987,0.297562975,0.200787408,0.299058027,0.380575848,0,0.216899336,0.397361339,0,0.290206971
"11-dehydro TxB2",0.102271032,0.159394129,0.261984854,0.401951862,0.118273584,0.261395221,0.082052994,0.169582726,0.135631952,0.117648484,0.396089049,0.165660572,0.38053336,0.172120898,0.138394046,0.02218185,0.101493228,0.034377945,0.023572745,0.07893437,0.010768636,0.058797778,0.176426669,0.151396811,0.032420967,0.053602863,0.080970045,0.13330998,0.086943868,0,0.061650389,0.075134618,0.009864483,0.008667157,0.079022634,0.088138011,0.090176602,0.030319525,0.05343763,0.032092609,0,0.043424415,0.351742593,0.087066836,0.051909404,0.043489025,0.164584555,0.058520487,0.036642936,0.268569307,0.164779149,0.019578028,0.03214502,0.075973387,0.022613919
"19/20-OH PGE2",0.028368129,0.051626202,0.251688579,0.28734256,1.352140225,0.326322743,0.088813165,0.557126507,0.104098073,0.296391665,0.719179103,1.041101625,1.075098722,0.849458168,0.158978435,0.008659414,0.206578898,0.375207051,0.134408118,0.076893983,0.108083469,0.304130784,0.156376271,0.07302373,0.170006815,0.040755957,0.07791606,0.080881951,0.185608651,0.412371411,0.114400551,0.251084611,0.035062149,0.081054085,0.192636087,0.153414048,0.282737775,0.215193021,0.321971728,0.038090126,0.008464778,0.026735737,0.5307534,0.135392094,0.019004251,0.100063287,0.062964308,0,0.013876797,0.707733058,0.008383566,0.062625405,0.05893703,0.120470762,0.067871628
"6-keto PGE1",0.101240825,0.089905661,0.188489947,0.286960399,0.067742964,0.19306627,0.013859749,0.190976914,0.247145347,0.110967593,0.377831519,0.228714832,0.080322778,0.527795699,0.313555998,0.167896809,0.261726168,0.08998563,0.123086526,0.282866315,0.145054772,0.175117578,0.420029813,0.1441398,0.157205688,0.087462747,0.11728485,0.113235048,0.049600792,0.185370521,0.060125639,0.105763042,0.092679016,0.028064646,0.033610488,0.199914639,0.153553087,0.087551827,0.1184376,0.187708669,0.023290505,0.120915942,0.548977646,0.209012213,0.252781052,0.274675088,0.14388427,0.028478168,0.157708729,0.336682602,0.053941907,0.064682939,0.12786351,0.174656351,0.047665632
"TxB2",3.215755924,0.885562756,2.71520513,1.609880103,3.038672925,0.655202245,0.467696503,1.404060987,1.517025187,1.636636437,2.87294208,1.633333277,1.96024469,2.998631389,4.728432763,0.080065401,0.403307753,0.201078447,0.236818952,0.429013955,0.447827842,0.467420124,0.399185977,0.272671778,0.31435986,0.470914427,0.679858893,0.656332294,0.027624613,0.312369295,0.036743294,0.160220357,0.261648938,0.160261327,0.522692808,1.20643817,0.334587336,0.173795174,0.157744285,0.587995276,0.091159611,0.421143169,3.20509828,0.620192374,0.586200343,1.053272317,0.571318351,0.655541211,0.137922286,0.670791486,0.410273719,0.345789913,0.220324453,0.421963607,0.209685188
"6-keto-PGF1a",0.298928945,0.162228639,0.486625969,0.108343376,0.104599286,0.083197524,0.092830457,0.131739056,0.07909369,0.135122002,0.623134716,0.323199817,0.263659109,0.200491678,0.369459512,0.0072196,0.083484075,0.10558245,0.03461685,0.046029989,0.017931574,0.118287913,0.032467216,0.025584021,0.055964003,0.029320055,0.153521935,0.100736203,0.037618297,0.166627877,0.016117448,0.025777687,0.065743775,0.040549254,0.068511364,0.130913223,0.070333541,0.033982233,0.061685521,0.028093881,0.013743896,0.073735888,0.544204871,0.005466797,0.025614087,0.031333244,0.040901822,0.064115797,0.014843046,0.029563942,0.043089984,0.016436595,0.033837545,0.09566033,0.038866937
"19/20-OH PGF2a",0.229306744,0.270490422,1.326911488,0.719211721,0.025136453,0.670280836,0.09631376,0.124385053,0.041752315,0.426675012,1.01077192,0.243836562,0.827982162,0.242143761,0.866797334,0.037227699,0.143593871,0.215160761,0.025764586,0.323849314,0.179598715,0.098155293,0.237709073,0.050745352,0.033832199,0.15463636,0.121183631,0.313579549,0.155114824,0.156488192,0.053669695,0.143174582,0.006965316,0.037709472,0.191731905,0.051659829,0.222835021,0.007666661,0.087518976,0.128808388,0.038923477,0.406518103,1.151312492,0.325438088,0.077942698,0.355606124,0.133752953,0.054194735,0.086351876,0.064268141,0.206673455,0.0981212,0.148242608,0.029727021,0.109043792
"6,15-diketo-13,14-dihydro PGF1a",0.022615323,0.016571126,0.084350428,0.00730996,0.014053008,0.042909575,0.118105557,0.073446957,0.011388338,0.043880927,0.027849917,0.048517312,0,0,0,0,0.043374479,0,0,0.007440463,0.005855416,0.014851807,0.009144257,0.015548748,0.010745532,0.018967109,0.022382939,0.013399252,0.008515714,0.065212481,0.002809447,0.016707363,0,0,0,0.05332843,0.012052145,0,0,0.018832178,0,0,0.071622515,0,0,0.020546055,0,0,0,0.023078401,0,0,0.009129595,0.050275083,0.00637921
"RvD1",1.090116202,1.613966894,1.848446681,0.981759154,1.736377063,2.146560318,0.792807181,1.606212081,3.633930073,1.034852726,5.923377001,1.562556105,2.096530296,2.070347555,2.432345313,0.468253223,0.579270534,0.962284905,0.289925992,1.490318367,1.296800628,1.361225299,2.648056499,2.8547349,0.727949824,2.43909249,1.871522377,1.380743488,0.452715178,0.211441339,0.973610559,1.253635538,2.049083709,2.583460521,0.742424525,0.943617735,0.709391393,0.244757274,1.062449851,0.490624704,0.157684058,0.748113817,3.446690715,0.559173135,1.177643633,1.569253434,1.408285141,0.643530684,0.91535783,0.686476832,1.683845798,0.285092359,0.417328435,2.165945041,0.45736619
"RvD2",0.127303022,0.27558823,0.357395263,0.142264197,0.948438405,0.637769847,0.316836208,1.034402575,0.291127389,0.324107585,1.265718074,1.101575378,0.485262677,0.566731702,0.213127791,0.238309035,0.303221909,0.146423808,0.145889462,0.484738843,0.314754305,0.262323246,0.662166893,0.908949179,0.133562785,1.960145129,0.524143704,0.487665195,0.249233671,0.190187261,0.470869942,0.771566027,0.43997955,0.163089404,0.386160018,0.190630544,0.38063217,0.111123652,0.313753644,0.246442459,0.123766634,0.388379915,0.394072152,0.341137721,0.609384763,0.467760873,0.172384607,0.184091118,0.295609118,0.558613245,0.333649403,0.224791307,0.260701051,0.695249774,0.165008249
"LTE4",0,0,0,0,0,0,0,0.012728047,0,0,0,0,0,0,0.012989056,0,0.004404165,0.0169791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008544811,0,0,0,0,0,0,0
"LTD4",0,0.009895358,0,0,0,0,0.009753816,0,0,0.034894577,0,0,0,0,0,0.005121371,0,0,0.00695736,0.00927208,0.009234331,0.015762649,0.003684805,0.0091395,0,0.009070897,0.019459664,0,0.011209358,0,0,0,0.019217029,0.019129768,0,0,0,0,0.008647864,0,0,0,0,0,0,0,0.024640274,0,0,0.005830963,0,0,0.009293352,0,0
"LTC4",0,0,0,0,0,0,0,0.014374558,0.011388241,0,0,0.057101168,0.022745083,0.024195873,0.048129487,0,0,0,0,0.02796523,0.010781166,0,0,0.002416955,0,0,0,0.020746896,0,0,0,0,0.027244282,0,0,0.023874332,0.010981244,0,0,0,0,0,0.011977558,0.018013703,0,0.016363103,0.015053433,0.006807282,0,0.015364278,0.016438362,0.021785792,0.012764204,0.001962531,0
"PGF1a",0,0.047564128,0.760175422,1.333569828,0.080907225,0.11720008,0.088899628,0.381361246,0.369482331,0.120264231,0.858495708,0.42860184,0.666315307,0.897047026,0.568714749,0.278113429,0.074660296,0.386171271,0.151222132,0.061394915,0.287137131,0.192774354,0.292486986,0.072309748,0.304209385,0.522917371,0.09890291,0.323071972,0.118795517,0.232885713,0.229364089,0.52880361,0.316289443,0.115715902,0.412960569,0.084940061,0.256291019,0.096292233,0.27165277,0.34821593,0.09968768,0.462053707,0.412865861,0.007589644,0.417666494,0.067029893,0.250276805,0.289598003,0.096006947,0.21366622,0.532036017,0.061860271,0.008435364,0.037983661,0.29614262
"13,14-dihydro PGE1",0.074661528,0.081555825,0.185721062,0.124346136,0.172864352,0.150914475,0.125232387,0.089326688,0.081406814,0.094349167,0.493270092,0.36413091,0.174819606,0.035992323,0.07425058,0.050227159,0.039167355,0.056227903,0.106855557,0.079562157,0.041550045,0.163708371,0.024236084,0.030486696,0.021642277,0.010903275,0,0.155654148,0.145688419,0.049354557,0.087125927,0.171295012,0.057513853,0.03828837,0.11674425,0.034382146,0.033175904,0.105465954,0.116676156,0.192174294,0.051462226,0.125127477,0.03391028,0.037628794,0.174416608,0.266583642,0.020665984,0.063340952,0.047812633,0.171042462,0.12892357,0.048726102,0.030358647,0.016875027,0.035827554
